A,d,I,noise
35.194184057157905,0.15163608260432246,0.13872299735590643,0.07057753200766609
35.20322152442893,0.15196291072520057,0.14007207735321778,0.08881025146993342
35.17617012544572,0.15190326875861085,0.13945690941539543,0.09042830525024273
21.65194694811512,0.1552792610487836,0.09335641219961066,0.052193205694424864
35.2627222549155,0.15151804500467267,0.1390510311103191,0.08651378898111256
35.13291526644844,0.1520376057061984,0.1390166212394264,0.07909567210935947
35.13308515185888,0.15171723056232977,0.13759555946041557,0.07696861680133721
35.18773668956017,0.1519284894758883,0.13717425556089496,0.08194519920711478
20.350304052267226,0.1561015335627315,0.09166337396986929,0.05170643297437184
35.11237718778483,0.15197056159423375,0.14023123465774726,0.08199725029219335
35.370007734333605,0.15172638199319907,0.14095742080997198,0.07374566065096409
21.239767287200632,0.15547964542932521,0.09213594452867399,0.05289813753019966
34.99766993868213,0.1521713262339733,0.1381596543074908,0.07834524585747284
35.64750199164828,0.1517586352053698,0.1393939501036751,0.07711651598812082
35.2142311447551,0.15184424895956436,0.13652966396304395,0.07483991969108962
35.159707226877345,0.15182512513133334,0.1408892582300343,0.07693768520648563
21.81024905223868,0.15507916642778807,0.09304986109495274,0.05950995787405974
20.57900673909232,0.1556704028167383,0.08840604574025702,0.05412352268311965
35.37329978493783,0.15172197463570447,0.13971982972329616,0.08240530667579835
22.383844361380017,0.15485184593388543,0.09474080941286708,0.05850524573223446
35.19901254632528,0.15192781592130736,0.1379911405259225,0.08014642666281749
35.03572579565276,0.1516755584784986,0.1390799313881214,0.08066509714071318
35.19031710211177,0.1518720850390326,0.13886576299709183,0.0702300477827337
35.16932338513478,0.15192121464745792,0.1387989633421977,0.07555954361463826
20.43928050737327,0.15567131199727052,0.08761837416394014,0.05490201759952541
35.13692658449258,0.1519426146552743,0.13929659886763704,0.09207484380683931
35.22031043487002,0.15190445537432706,0.13892366914544405,0.07365577693504456
21.05522407632966,0.15486471126664791,0.08678855186625266,0.056268387196907146
35.195527506725966,0.1519912766926205,0.14019697333965384,0.07014402978687251
35.147997259002395,0.15199768786982704,0.1404022553134598,0.07717547949425643
20.941890982614517,0.1556757530793472,0.09087580467639514,0.05448642548979
19.0416082073012,0.15599087592437558,0.08073607442895166,0.051847038481039096
19.771192829945562,0.15609218180487464,0.08491567929687478,0.04793761001801495
35.164975143127705,0.15184709937386245,0.13991321402430848,0.08029050696002439
20.954033360525838,0.15547002423150527,0.08992260064770533,0.05803980956308511
35.03385252690984,0.15174451405730854,0.14003319259280472,0.07553994099658837
35.149338848980726,0.15192030292383185,0.13955709803860414,0.07987374102610544
35.13655675284037,0.1520404733977981,0.14089790918131537,0.076739031035015
18.644400968053645,0.15660974774661157,0.0813468089353097,0.05053606301152875
35.292068251608455,0.15171860675224405,0.14029814026787316,0.07578234791731289
35.246158500009926,0.15162550071524236,0.1394971839601904,0.08198286280543077
35.31622473629934,0.15156092364255241,0.13883215669937157,0.08406095870335492
20.233753117939727,0.15593431568413024,0.08853178743643669,0.04851916814953732
35.209279274431786,0.15149254605725335,0.13803272537592634,0.0729447154582773
35.30936989757423,0.15160876673903184,0.13777146356831318,0.08274955912658603
35.341930852489185,0.15165417856532,0.14053091683864163,0.08161770419726401
20.223068537067153,0.15578326707806603,0.08697080337603458,0.05588986105217456
35.53107887367815,0.15163008629656324,0.13932338426965588,0.08580634115031685
20.76368424787293,0.15549145889729504,0.08678043889607302,0.05629507893321346
20.45831773034772,0.15554780353740283,0.08784640936663081,0.051366897189138325
